Date,Time,State,Group,Unit_normalized,Sales_normalized
1-Oct-2020, Morning, VIC, Seniors,0.38095238095238093,0.38095238095238093
1-Oct-2020, Afternoon, VIC, Kids,0.4603174603174603,0.4603174603174603
1-Oct-2020, Afternoon, VIC, Men,0.38095238095238093,0.38095238095238093
1-Oct-2020, Afternoon, VIC, Women,0.38095238095238093,0.38095238095238093
1-Oct-2020, Afternoon, VIC, Seniors,0.47619047619047616,0.47619047619047616
1-Oct-2020, Evening, VIC, Kids,0.3968253968253968,0.3968253968253968
1-Oct-2020, Evening, VIC, Men,0.6507936507936508,0.6507936507936508
1-Oct-2020, Evening, VIC, Women,0.7619047619047619,0.7619047619047619
1-Oct-2020, Evening, VIC, Seniors,0.6666666666666666,0.6666666666666666
1-Oct-2020, Morning, QLD, Kids,0.2857142857142857,0.2857142857142857
1-Oct-2020, Morning, QLD, Men,0.25396825396825395,0.25396825396825395
1-Oct-2020, Morning, QLD, Women,0.20634920634920634,0.20634920634920634
1-Oct-2020, Morning, QLD, Seniors,0.19047619047619047,0.19047619047619047
1-Oct-2020, Afternoon, QLD, Kids,0.25396825396825395,0.25396825396825395
1-Oct-2020, Afternoon, QLD, Men,0.1111111111111111,0.1111111111111111
1-Oct-2020, Afternoon, QLD, Women,0.12698412698412698,0.12698412698412698
1-Oct-2020, Afternoon, QLD, Seniors,0.19047619047619047,0.19047619047619047
1-Oct-2020, Evening, QLD, Kids,0.14285714285714285,0.14285714285714285
1-Oct-2020, Evening, QLD, Men,0.06349206349206349,0.06349206349206349
1-Oct-2020, Evening, QLD, Women,0.047619047619047616,0.047619047619047616
1-Oct-2020, Evening, QLD, Seniors,0.2698412698412698,0.2698412698412698
1-Oct-2020, Morning, NSW, Kids,0.5873015873015873,0.5873015873015873
1-Oct-2020, Morning, NSW, Men,0.23809523809523808,0.23809523809523808
1-Oct-2020, Morning, NSW, Women,0.5079365079365079,0.5079365079365079
1-Oct-2020, Morning, NSW, Seniors,0.3333333333333333,0.3333333333333333
1-Oct-2020, Afternoon, NSW, Kids,0.6031746031746031,0.6031746031746031
1-Oct-2020, Afternoon, NSW, Men,0.4444444444444444,0.4444444444444444
1-Oct-2020, Afternoon, NSW, Women,0.4444444444444444,0.4444444444444444
1-Oct-2020, Afternoon, NSW, Seniors,0.5396825396825397,0.5396825396825397
1-Oct-2020, Evening, NSW, Kids,0.31746031746031744,0.31746031746031744
1-Oct-2020, Evening, NSW, Men,0.4126984126984127,0.4126984126984127
1-Oct-2020, Evening, NSW, Women,0.4444444444444444,0.4444444444444444
1-Oct-2020, Evening, NSW, Seniors,0.31746031746031744,0.31746031746031744
1-Oct-2020, Morning, TAS, Kids,0.1746031746031746,0.1746031746031746
1-Oct-2020, Morning, TAS, Men,0.06349206349206349,0.06349206349206349
1-Oct-2020, Morning, TAS, Women,0.015873015873015872,0.015873015873015872
1-Oct-2020, Morning, TAS, Seniors,0.09523809523809523,0.09523809523809523
1-Oct-2020, Afternoon, TAS, Kids,0.07936507936507936,0.07936507936507936
1-Oct-2020, Afternoon, TAS, Men,0.06349206349206349,0.06349206349206349
1-Oct-2020, Afternoon, TAS, Women,0.14285714285714285,0.14285714285714285
1-Oct-2020, Afternoon, TAS, Seniors,0.12698412698412698,0.12698412698412698
1-Oct-2020, Evening, TAS, Kids,0.031746031746031744,0.031746031746031744
1-Oct-2020, Evening, TAS, Men,0.12698412698412698,0.12698412698412698
1-Oct-2020, Evening, TAS, Women,0.09523809523809523,0.09523809523809523
1-Oct-2020, Evening, TAS, Seniors,0.07936507936507936,0.07936507936507936
2-Oct-2020, Morning, WA, Kids,0.12698412698412698,0.12698412698412698
2-Oct-2020, Morning, WA, Men,0.09523809523809523,0.09523809523809523
2-Oct-2020, Morning, WA, Women,0.1746031746031746,0.1746031746031746
2-Oct-2020, Morning, WA, Seniors,0.1746031746031746,0.1746031746031746
2-Oct-2020, Afternoon, WA, Kids,0.12698412698412698,0.12698412698412698
2-Oct-2020, Afternoon, WA, Men,0.1746031746031746,0.1746031746031746
2-Oct-2020, Afternoon, WA, Women,0.09523809523809523,0.09523809523809523
2-Oct-2020, Afternoon, WA, Seniors,0.06349206349206349,0.06349206349206349
2-Oct-2020, Evening, WA, Kids,0.07936507936507936,0.07936507936507936
2-Oct-2020, Evening, WA, Men,0.015873015873015872,0.015873015873015872
2-Oct-2020, Evening, WA, Women,0.047619047619047616,0.047619047619047616
2-Oct-2020, Evening, WA, Seniors,0.06349206349206349,0.06349206349206349
2-Oct-2020, Morning, NT, Kids,0.047619047619047616,0.047619047619047616
2-Oct-2020, Morning, NT, Men,0.1746031746031746,0.1746031746031746
2-Oct-2020, Morning, NT, Women,0.1746031746031746,0.1746031746031746
2-Oct-2020, Morning, NT, Seniors,0.1746031746031746,0.1746031746031746
2-Oct-2020, Afternoon, NT, Kids,0.14285714285714285,0.14285714285714285
2-Oct-2020, Afternoon, NT, Men,0.1746031746031746,0.1746031746031746
2-Oct-2020, Afternoon, NT, Women,0.09523809523809523,0.09523809523809523
2-Oct-2020, Afternoon, NT, Seniors,0.09523809523809523,0.09523809523809523
2-Oct-2020, Evening, NT, Kids,0.07936507936507936,0.07936507936507936
2-Oct-2020, Evening, NT, Men,0.1111111111111111,0.1111111111111111
2-Oct-2020, Evening, NT, Women,0.015873015873015872,0.015873015873015872
2-Oct-2020, Evening, NT, Seniors,0.19047619047619047,0.19047619047619047
2-Oct-2020, Morning, SA, Kids,0.19047619047619047,0.19047619047619047
2-Oct-2020, Morning, SA, Men,0.1746031746031746,0.1746031746031746
2-Oct-2020, Morning, SA, Women,0.49206349206349204,0.49206349206349204
2-Oct-2020, Morning, SA, Seniors,0.2698412698412698,0.2698412698412698
2-Oct-2020, Afternoon, SA, Kids,0.2222222222222222,0.2222222222222222
2-Oct-2020, Afternoon, SA, Men,0.2698412698412698,0.2698412698412698
2-Oct-2020, Afternoon, SA, Women,0.31746031746031744,0.31746031746031744
2-Oct-2020, Afternoon, SA, Seniors,0.4444444444444444,0.4444444444444444
2-Oct-2020, Evening, SA, Kids,0.2857142857142857,0.2857142857142857
2-Oct-2020, Evening, SA, Men,0.3333333333333333,0.3333333333333333
2-Oct-2020, Evening, SA, Women,0.15873015873015872,0.15873015873015872
2-Oct-2020, Evening, SA, Seniors,0.3333333333333333,0.3333333333333333
2-Oct-2020, Morning, VIC, Kids,0.6349206349206349,0.6349206349206349
2-Oct-2020, Morning, VIC, Men,0.6984126984126984,0.6984126984126984
2-Oct-2020, Morning, VIC, Women,0.7301587301587301,0.7301587301587301
2-Oct-2020, Morning, VIC, Seniors,0.38095238095238093,0.38095238095238093
2-Oct-2020, Afternoon, VIC, Kids,0.6984126984126984,0.6984126984126984
2-Oct-2020, Afternoon, VIC, Men,0.5555555555555556,0.5555555555555556
2-Oct-2020, Afternoon, VIC, Women,0.5396825396825397,0.5396825396825397
2-Oct-2020, Afternoon, VIC, Seniors,0.3968253968253968,0.3968253968253968
2-Oct-2020, Evening, VIC, Kids,0.6349206349206349,0.6349206349206349
2-Oct-2020, Evening, VIC, Men,0.5555555555555556,0.5555555555555556
2-Oct-2020, Evening, VIC, Women,0.5396825396825397,0.5396825396825397
2-Oct-2020, Evening, VIC, Seniors,0.36507936507936506,0.36507936507936506
2-Oct-2020, Morning, QLD, Kids,0.1746031746031746,0.1746031746031746
2-Oct-2020, Morning, QLD, Men,0.07936507936507936,0.07936507936507936
2-Oct-2020, Morning, QLD, Women,0.15873015873015872,0.15873015873015872
2-Oct-2020, Morning, QLD, Seniors,0.2857142857142857,0.2857142857142857
2-Oct-2020, Afternoon, QLD, Kids,0.12698412698412698,0.12698412698412698
2-Oct-2020, Afternoon, QLD, Men,0.1746031746031746,0.1746031746031746
2-Oct-2020, Afternoon, QLD, Women,0.07936507936507936,0.07936507936507936
2-Oct-2020, Afternoon, QLD, Seniors,0.12698412698412698,0.12698412698412698
2-Oct-2020, Evening, QLD, Kids,0.047619047619047616,0.047619047619047616
2-Oct-2020, Evening, QLD, Men,0.2698412698412698,0.2698412698412698
2-Oct-2020, Evening, QLD, Women,0.1111111111111111,0.1111111111111111
2-Oct-2020, Evening, QLD, Seniors,0.12698412698412698,0.12698412698412698
2-Oct-2020, Morning, NSW, Kids,0.47619047619047616,0.47619047619047616
2-Oct-2020, Morning, NSW, Men,0.5238095238095238,0.5238095238095238
2-Oct-2020, Morning, NSW, Women,0.2857142857142857,0.2857142857142857
2-Oct-2020, Morning, NSW, Seniors,0.20634920634920634,0.20634920634920634
2-Oct-2020, Afternoon, NSW, Kids,0.49206349206349204,0.49206349206349204
2-Oct-2020, Afternoon, NSW, Men,0.5555555555555556,0.5555555555555556
2-Oct-2020, Afternoon, NSW, Women,0.3968253968253968,0.3968253968253968
2-Oct-2020, Afternoon, NSW, Seniors,0.4126984126984127,0.4126984126984127
2-Oct-2020, Evening, NSW, Kids,0.2857142857142857,0.2857142857142857
2-Oct-2020, Evening, NSW, Men,0.5873015873015873,0.5873015873015873
2-Oct-2020, Evening, NSW, Women,0.36507936507936506,0.36507936507936506
2-Oct-2020, Evening, NSW, Seniors,0.42857142857142855,0.42857142857142855
2-Oct-2020, Morning, TAS, Kids,0.031746031746031744,0.031746031746031744
2-Oct-2020, Morning, TAS, Men,0.14285714285714285,0.14285714285714285
2-Oct-2020, Morning, TAS, Women,0.015873015873015872,0.015873015873015872
2-Oct-2020, Morning, TAS, Seniors,0.12698412698412698,0.12698412698412698
2-Oct-2020, Afternoon, TAS, Kids,0.14285714285714285,0.14285714285714285
2-Oct-2020, Afternoon, TAS, Men,0.047619047619047616,0.047619047619047616
2-Oct-2020, Afternoon, TAS, Women,0.031746031746031744,0.031746031746031744
2-Oct-2020, Afternoon, TAS, Seniors,0.20634920634920634,0.20634920634920634
2-Oct-2020, Evening, TAS, Kids,0.14285714285714285,0.14285714285714285
2-Oct-2020, Evening, TAS, Men,0.06349206349206349,0.06349206349206349
2-Oct-2020, Evening, TAS, Women,0.19047619047619047,0.19047619047619047
2-Oct-2020, Evening, TAS, Seniors,0.06349206349206349,0.06349206349206349
3-Oct-2020, Morning, WA, Kids,0.20634920634920634,0.20634920634920634
3-Oct-2020, Morning, WA, Men,0.1746031746031746,0.1746031746031746
3-Oct-2020, Morning, WA, Women,0.06349206349206349,0.06349206349206349
3-Oct-2020, Morning, WA, Seniors,0.015873015873015872,0.015873015873015872
3-Oct-2020, Afternoon, WA, Kids,0.1111111111111111,0.1111111111111111
3-Oct-2020, Afternoon, WA, Men,0.12698412698412698,0.12698412698412698
3-Oct-2020, Afternoon, WA, Women,0.07936507936507936,0.07936507936507936
3-Oct-2020, Afternoon, WA, Seniors,0.06349206349206349,0.06349206349206349
3-Oct-2020, Evening, WA, Kids,0.015873015873015872,0.015873015873015872
3-Oct-2020, Evening, WA, Men,0.031746031746031744,0.031746031746031744
3-Oct-2020, Evening, WA, Women,0.1746031746031746,0.1746031746031746
3-Oct-2020, Evening, WA, Seniors,0.07936507936507936,0.07936507936507936
3-Oct-2020, Morning, NT, Kids,0.09523809523809523,0.09523809523809523
3-Oct-2020, Morning, NT, Men,0.15873015873015872,0.15873015873015872
3-Oct-2020, Morning, NT, Women,0.14285714285714285,0.14285714285714285
3-Oct-2020, Morning, NT, Seniors,0.015873015873015872,0.015873015873015872
3-Oct-2020, Afternoon, NT, Kids,0.07936507936507936,0.07936507936507936
3-Oct-2020, Afternoon, NT, Men,0.14285714285714285,0.14285714285714285
3-Oct-2020, Afternoon, NT, Women,0.1111111111111111,0.1111111111111111
3-Oct-2020, Afternoon, NT, Seniors,0.015873015873015872,0.015873015873015872
3-Oct-2020, Evening, NT, Kids,0.14285714285714285,0.14285714285714285
3-Oct-2020, Evening, NT, Men,0.07936507936507936,0.07936507936507936
3-Oct-2020, Evening, NT, Women,0.1111111111111111,0.1111111111111111
3-Oct-2020, Evening, NT, Seniors,0.15873015873015872,0.15873015873015872
3-Oct-2020, Morning, SA, Kids,0.2698412698412698,0.2698412698412698
3-Oct-2020, Morning, SA, Men,0.31746031746031744,0.31746031746031744
3-Oct-2020, Morning, SA, Women,0.36507936507936506,0.36507936507936506
3-Oct-2020, Morning, SA, Seniors,0.5079365079365079,0.5079365079365079
3-Oct-2020, Afternoon, SA, Kids,0.12698412698412698,0.12698412698412698
3-Oct-2020, Afternoon, SA, Men,0.30158730158730157,0.30158730158730157
3-Oct-2020, Afternoon, SA, Women,0.14285714285714285,0.14285714285714285
3-Oct-2020, Afternoon, SA, Seniors,0.12698412698412698,0.12698412698412698
3-Oct-2020, Evening, SA, Kids,0.4603174603174603,0.4603174603174603
3-Oct-2020, Evening, SA, Men,0.4444444444444444,0.4444444444444444
3-Oct-2020, Evening, SA, Women,0.49206349206349204,0.49206349206349204
3-Oct-2020, Evening, SA, Seniors,0.47619047619047616,0.47619047619047616
3-Oct-2020, Morning, VIC, Kids,0.7619047619047619,0.7619047619047619
3-Oct-2020, Morning, VIC, Men,0.5238095238095238,0.5238095238095238
3-Oct-2020, Morning, VIC, Women,0.746031746031746,0.746031746031746
3-Oct-2020, Morning, VIC, Seniors,0.6825396825396826,0.6825396825396826
3-Oct-2020, Afternoon, VIC, Kids,0.6349206349206349,0.6349206349206349
3-Oct-2020, Afternoon, VIC, Men,0.38095238095238093,0.38095238095238093
3-Oct-2020, Afternoon, VIC, Women,0.6349206349206349,0.6349206349206349
3-Oct-2020, Afternoon, VIC, Seniors,0.7142857142857143,0.7142857142857143
3-Oct-2020, Evening, VIC, Kids,0.5079365079365079,0.5079365079365079
3-Oct-2020, Evening, VIC, Men,0.5555555555555556,0.5555555555555556
3-Oct-2020, Evening, VIC, Women,0.5873015873015873,0.5873015873015873
3-Oct-2020, Evening, VIC, Seniors,0.5396825396825397,0.5396825396825397
3-Oct-2020, Morning, QLD, Kids,0.20634920634920634,0.20634920634920634
3-Oct-2020, Morning, QLD, Men,0.15873015873015872,0.15873015873015872
3-Oct-2020, Morning, QLD, Women,0.2857142857142857,0.2857142857142857
3-Oct-2020, Morning, QLD, Seniors,0.23809523809523808,0.23809523809523808
3-Oct-2020, Afternoon, QLD, Kids,0.07936507936507936,0.07936507936507936
3-Oct-2020, Afternoon, QLD, Men,0.2222222222222222,0.2222222222222222
3-Oct-2020, Afternoon, QLD, Women,0.23809523809523808,0.23809523809523808
3-Oct-2020, Afternoon, QLD, Seniors,0.1111111111111111,0.1111111111111111
3-Oct-2020, Evening, QLD, Kids,0.2857142857142857,0.2857142857142857
3-Oct-2020, Evening, QLD, Men,0.2698412698412698,0.2698412698412698
3-Oct-2020, Evening, QLD, Women,0.09523809523809523,0.09523809523809523
3-Oct-2020, Evening, QLD, Seniors,0.07936507936507936,0.07936507936507936
3-Oct-2020, Morning, NSW, Kids,0.47619047619047616,0.47619047619047616
3-Oct-2020, Morning, NSW, Men,0.5396825396825397,0.5396825396825397
3-Oct-2020, Morning, NSW, Women,0.5873015873015873,0.5873015873015873
3-Oct-2020, Morning, NSW, Seniors,0.3968253968253968,0.3968253968253968
3-Oct-2020, Afternoon, NSW, Kids,0.25396825396825395,0.25396825396825395
3-Oct-2020, Afternoon, NSW, Men,0.31746031746031744,0.31746031746031744
3-Oct-2020, Afternoon, NSW, Women,0.49206349206349204,0.49206349206349204
3-Oct-2020, Afternoon, NSW, Seniors,0.23809523809523808,0.23809523809523808
3-Oct-2020, Evening, NSW, Kids,0.47619047619047616,0.47619047619047616
3-Oct-2020, Evening, NSW, Men,0.20634920634920634,0.20634920634920634
3-Oct-2020, Evening, NSW, Women,0.5396825396825397,0.5396825396825397
3-Oct-2020, Evening, NSW, Seniors,0.23809523809523808,0.23809523809523808
3-Oct-2020, Morning, TAS, Kids,0.031746031746031744,0.031746031746031744
3-Oct-2020, Morning, TAS, Men,0.15873015873015872,0.15873015873015872
3-Oct-2020, Morning, TAS, Women,0.09523809523809523,0.09523809523809523
3-Oct-2020, Morning, TAS, Seniors,0.12698412698412698,0.12698412698412698
3-Oct-2020, Afternoon, TAS, Kids,0.12698412698412698,0.12698412698412698
3-Oct-2020, Afternoon, TAS, Men,0.12698412698412698,0.12698412698412698
3-Oct-2020, Afternoon, TAS, Women,0.19047619047619047,0.19047619047619047
3-Oct-2020, Afternoon, TAS, Seniors,0.14285714285714285,0.14285714285714285
3-Oct-2020, Evening, TAS, Kids,0.015873015873015872,0.015873015873015872
3-Oct-2020, Evening, TAS, Men,0.09523809523809523,0.09523809523809523
3-Oct-2020, Evening, TAS, Women,0.1111111111111111,0.1111111111111111
3-Oct-2020, Evening, TAS, Seniors,0.07936507936507936,0.07936507936507936
4-Oct-2020, Morning, WA, Kids,0.07936507936507936,0.07936507936507936
4-Oct-2020, Morning, WA, Men,0.20634920634920634,0.20634920634920634
4-Oct-2020, Morning, WA, Women,0.20634920634920634,0.20634920634920634
4-Oct-2020, Morning, WA, Seniors,0.015873015873015872,0.015873015873015872
4-Oct-2020, Afternoon, WA, Kids,0.015873015873015872,0.015873015873015872
4-Oct-2020, Afternoon, WA, Men,0.12698412698412698,0.12698412698412698
4-Oct-2020, Afternoon, WA, Women,0.06349206349206349,0.06349206349206349
4-Oct-2020, Afternoon, WA, Seniors,0.12698412698412698,0.12698412698412698
4-Oct-2020, Evening, WA, Kids,0.1111111111111111,0.1111111111111111
4-Oct-2020, Evening, WA, Men,0.09523809523809523,0.09523809523809523
4-Oct-2020, Evening, WA, Women,0.1111111111111111,0.1111111111111111
4-Oct-2020, Evening, WA, Seniors,0.20634920634920634,0.20634920634920634
4-Oct-2020, Morning, NT, Kids,0.1111111111111111,0.1111111111111111
4-Oct-2020, Morning, NT, Men,0.047619047619047616,0.047619047619047616
4-Oct-2020, Morning, NT, Women,0.09523809523809523,0.09523809523809523
4-Oct-2020, Morning, NT, Seniors,0.15873015873015872,0.15873015873015872
4-Oct-2020, Afternoon, NT, Kids,0.015873015873015872,0.015873015873015872
4-Oct-2020, Afternoon, NT, Men,0.06349206349206349,0.06349206349206349
4-Oct-2020, Afternoon, NT, Women,0.07936507936507936,0.07936507936507936
4-Oct-2020, Afternoon, NT, Seniors,0.1746031746031746,0.1746031746031746
4-Oct-2020, Evening, NT, Kids,0.14285714285714285,0.14285714285714285
4-Oct-2020, Evening, NT, Men,0.07936507936507936,0.07936507936507936
4-Oct-2020, Evening, NT, Women,0.07936507936507936,0.07936507936507936
4-Oct-2020, Evening, NT, Seniors,0.1111111111111111,0.1111111111111111
4-Oct-2020, Morning, SA, Kids,0.14285714285714285,0.14285714285714285
4-Oct-2020, Morning, SA, Men,0.38095238095238093,0.38095238095238093
4-Oct-2020, Morning, SA, Women,0.2698412698412698,0.2698412698412698
4-Oct-2020, Morning, SA, Seniors,0.42857142857142855,0.42857142857142855
4-Oct-2020, Afternoon, SA, Kids,0.20634920634920634,0.20634920634920634
4-Oct-2020, Afternoon, SA, Men,0.2698412698412698,0.2698412698412698
4-Oct-2020, Afternoon, SA, Women,0.4603174603174603,0.4603174603174603
4-Oct-2020, Afternoon, SA, Seniors,0.4126984126984127,0.4126984126984127
4-Oct-2020, Evening, SA, Kids,0.31746031746031744,0.31746031746031744
4-Oct-2020, Evening, SA, Men,0.14285714285714285,0.14285714285714285
4-Oct-2020, Evening, SA, Women,0.14285714285714285,0.14285714285714285
4-Oct-2020, Evening, SA, Seniors,0.30158730158730157,0.30158730158730157
4-Oct-2020, Morning, VIC, Kids,0.5555555555555556,0.5555555555555556
4-Oct-2020, Morning, VIC, Men,0.3968253968253968,0.3968253968253968
4-Oct-2020, Morning, VIC, Women,0.49206349206349204,0.49206349206349204
4-Oct-2020, Morning, VIC, Seniors,0.36507936507936506,0.36507936507936506
4-Oct-2020, Afternoon, VIC, Kids,0.38095238095238093,0.38095238095238093
4-Oct-2020, Afternoon, VIC, Men,0.3968253968253968,0.3968253968253968
4-Oct-2020, Afternoon, VIC, Women,0.38095238095238093,0.38095238095238093
4-Oct-2020, Afternoon, VIC, Seniors,0.5396825396825397,0.5396825396825397
4-Oct-2020, Evening, VIC, Kids,0.4603174603174603,0.4603174603174603
4-Oct-2020, Evening, VIC, Men,0.6031746031746031,0.6031746031746031
4-Oct-2020, Evening, VIC, Women,0.6984126984126984,0.6984126984126984
4-Oct-2020, Evening, VIC, Seniors,0.5079365079365079,0.5079365079365079
4-Oct-2020, Morning, QLD, Kids,0.2698412698412698,0.2698412698412698
4-Oct-2020, Morning, QLD, Men,0.19047619047619047,0.19047619047619047
4-Oct-2020, Morning, QLD, Women,0.19047619047619047,0.19047619047619047
4-Oct-2020, Morning, QLD, Seniors,0.2857142857142857,0.2857142857142857
4-Oct-2020, Afternoon, QLD, Kids,0.2222222222222222,0.2222222222222222
4-Oct-2020, Afternoon, QLD, Men,0.25396825396825395,0.25396825396825395
4-Oct-2020, Afternoon, QLD, Women,0.09523809523809523,0.09523809523809523
4-Oct-2020, Afternoon, QLD, Seniors,0.2857142857142857,0.2857142857142857
4-Oct-2020, Evening, QLD, Kids,0.15873015873015872,0.15873015873015872
4-Oct-2020, Evening, QLD, Men,0.23809523809523808,0.23809523809523808
4-Oct-2020, Evening, QLD, Women,0.2222222222222222,0.2222222222222222
4-Oct-2020, Evening, QLD, Seniors,0.2222222222222222,0.2222222222222222
4-Oct-2020, Morning, NSW, Kids,0.30158730158730157,0.30158730158730157
4-Oct-2020, Morning, NSW, Men,0.5873015873015873,0.5873015873015873
4-Oct-2020, Morning, NSW, Women,0.5079365079365079,0.5079365079365079
4-Oct-2020, Morning, NSW, Seniors,0.2698412698412698,0.2698412698412698
4-Oct-2020, Afternoon, NSW, Kids,0.38095238095238093,0.38095238095238093
4-Oct-2020, Afternoon, NSW, Men,0.23809523809523808,0.23809523809523808
4-Oct-2020, Afternoon, NSW, Women,0.49206349206349204,0.49206349206349204
4-Oct-2020, Afternoon, NSW, Seniors,0.4126984126984127,0.4126984126984127
4-Oct-2020, Evening, NSW, Kids,0.47619047619047616,0.47619047619047616
4-Oct-2020, Evening, NSW, Men,0.2857142857142857,0.2857142857142857
4-Oct-2020, Evening, NSW, Women,0.5238095238095238,0.5238095238095238
4-Oct-2020, Evening, NSW, Seniors,0.5079365079365079,0.5079365079365079
4-Oct-2020, Morning, TAS, Kids,0.06349206349206349,0.06349206349206349
4-Oct-2020, Morning, TAS, Men,0.15873015873015872,0.15873015873015872
4-Oct-2020, Morning, TAS, Women,0.07936507936507936,0.07936507936507936
4-Oct-2020, Morning, TAS, Seniors,0.031746031746031744,0.031746031746031744
4-Oct-2020, Afternoon, TAS, Kids,0.12698412698412698,0.12698412698412698
4-Oct-2020, Afternoon, TAS, Men,0.09523809523809523,0.09523809523809523
4-Oct-2020, Afternoon, TAS, Women,0.14285714285714285,0.14285714285714285
4-Oct-2020, Afternoon, TAS, Seniors,0.20634920634920634,0.20634920634920634
4-Oct-2020, Evening, TAS, Kids,0.15873015873015872,0.15873015873015872
4-Oct-2020, Evening, TAS, Men,0.20634920634920634,0.20634920634920634
4-Oct-2020, Evening, TAS, Women,0.14285714285714285,0.14285714285714285
4-Oct-2020, Evening, TAS, Seniors,0.14285714285714285,0.14285714285714285
5-Oct-2020, Morning, WA, Kids,0.14285714285714285,0.14285714285714285
5-Oct-2020, Morning, WA, Men,0.06349206349206349,0.06349206349206349
5-Oct-2020, Morning, WA, Women,0.06349206349206349,0.06349206349206349
5-Oct-2020, Morning, WA, Seniors,0.20634920634920634,0.20634920634920634
5-Oct-2020, Afternoon, WA, Kids,0.19047619047619047,0.19047619047619047
5-Oct-2020, Afternoon, WA, Men,0.15873015873015872,0.15873015873015872
5-Oct-2020, Afternoon, WA, Women,0.015873015873015872,0.015873015873015872
5-Oct-2020, Afternoon, WA, Seniors,0.047619047619047616,0.047619047619047616
5-Oct-2020, Evening, WA, Kids,0.07936507936507936,0.07936507936507936
5-Oct-2020, Evening, WA, Men,0.20634920634920634,0.20634920634920634
5-Oct-2020, Evening, WA, Women,0.09523809523809523,0.09523809523809523
5-Oct-2020, Evening, WA, Seniors,0.12698412698412698,0.12698412698412698
5-Oct-2020, Morning, NT, Kids,0.20634920634920634,0.20634920634920634
5-Oct-2020, Morning, NT, Men,0.031746031746031744,0.031746031746031744
5-Oct-2020, Morning, NT, Women,0.09523809523809523,0.09523809523809523
5-Oct-2020, Morning, NT, Seniors,0.1746031746031746,0.1746031746031746
5-Oct-2020, Afternoon, NT, Kids,0.1111111111111111,0.1111111111111111
5-Oct-2020, Afternoon, NT, Men,0.09523809523809523,0.09523809523809523
5-Oct-2020, Afternoon, NT, Women,0.09523809523809523,0.09523809523809523
5-Oct-2020, Afternoon, NT, Seniors,0.047619047619047616,0.047619047619047616
5-Oct-2020, Evening, NT, Kids,0.1111111111111111,0.1111111111111111
5-Oct-2020, Evening, NT, Men,0.1111111111111111,0.1111111111111111
